"","id.yr.season","study","tag","id","DateTime","long","lat","NSD","ND","utm.e","utm.n","step_dist","home_dist","cumul_dist","time_diff","speed","Day","date","Year","Month","Hour","id.yr","season"
"13781","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-19T04:00:00Z",32.1575,39.51083,361895.5,601.5775,1460.302,4433.373,0,3354.32817873671,6841.38795661658,6,0,19,2017-03-19 04:00:00,2017,3,4,"Boris_2017","spring"
"13792","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-20T04:00:00Z",31.55917,40.09467,279437.5,528.6185,1400.939,4492.066,0,3433.24855185504,6924.81052550004,6,0,20,2017-03-20 04:00:00,2017,3,4,"Boris_2017","spring"
"13806","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-21T04:00:00Z",29.94267,40.2035,156374.9,395.4426,1261.585,4488.88,0,3497.98078049622,7073.14462640807,6,0,21,2017-03-21 04:00:00,2017,3,4,"Boris_2017","spring"
"13817","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-22T02:00:00Z",28.20834,41.10839,49327.21,222.0973,1105.455,4575.902,9.15712764290471,3651.87159242036,7278.29145397949,4,2.28928191072618,22,2017-03-22 02:00:00,2017,3,2,"Boris_2017","spring"
"13832","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-22T05:00:00Z",25.62533,41.60267,2.544733,1.595222,885.4826,4616.006,0.0377626556569007,1.16466464298519,4061.20002645225,6,0.00629377594281678,22,2018-09-22 05:00:00,2018,9,5,"Boris_2018","fall"
"13843","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-23T04:00:00Z",27.94496,41.38806,37720.68,194.2181,1080.822,4605.172,27.3545744938806,194.025266996215,4317.29991986031,5,5.47091489877611,23,2018-09-23 04:00:00,2018,9,4,"Boris_2018","fall"
"13856","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-24T05:00:00Z",31.535,40.09367,277420.5,526.7072,1398.887,4491.707,0.0177659939358821,524.476041453702,4666.18630673102,6,0.00296099898931369,24,2018-09-24 05:00:00,2018,9,5,"Boris_2018","fall"
"13867","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-25T05:00:00Z",32.10983,39.55,355192,595.9799,1455.645,4437.22,0.0238694790631467,593.121963621765,4760.57874686284,6,0.00397824651052445,25,2018-09-25 05:00:00,2018,9,5,"Boris_2018","fall"
"13878","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-26T05:00:00Z",34.903,37.06317,904433.4,951.017,1739.286,4193.533,0.0188665565047629,943.454874811809,5171.2204482281,6,0.00314442608412715,26,2018-09-26 05:00:00,2018,9,5,"Boris_2018","fall"
"13888","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-27T04:00:00Z",37.65833,35.0985,1658227,1287.721,2025.43,4013.632,1.57325005167356,1272.67474797741,5542.23864314337,6,0.262208341945593,27,2018-09-27 04:00:00,2018,9,4,"Boris_2018","fall"
"13902","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-28T05:00:00Z",37.20883,32.63817,2087990,1444.988,2028.763,3729.738,0.660746925102741,1428.00110820091,5872.65258801172,6,0.110124487517123,28,2018-09-28 05:00:00,2018,9,5,"Boris_2018","fall"
"13913","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-29T03:00:00Z",37.23151,30.07455,2790450,1670.464,2074.764,3440.753,17.5094851328475,1649.66740337799,6208.01730065673,4,4.37737128321187,29,2018-09-29 03:00:00,2018,9,3,"Boris_2018","fall"
"13927","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-09-30T05:00:00Z",37.47633,27.7085,3633438,1906.158,2137.133,3176.366,0.427320738687751,1880.617587641,6518.84546776842,6,0.0712201231146252,30,2018-09-30 05:00:00,2018,9,5,"Boris_2018","fall"
"13937","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-10-01T03:00:00Z",38.4937,25.50145,4735654,2176.156,2275.438,2939.643,46.7213452905434,2142.32555104536,6906.60389757565,5,9.34426905810867,1,2018-10-01 03:00:00,2018,10,3,"Boris_2018","fall"
"13951","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-10-02T04:00:00Z",39.6455,22.7355,6312613,2512.491,2438.623,2639.187,0.0815726230580731,2466.5958781996,7291.28577641242,6,0.0135954371763455,2,2018-10-02 04:00:00,2018,10,4,"Boris_2018","fall"
"13962","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-10-03T04:00:00Z",41.09817,19.8675,8297821,2880.594,2638.1,2328.071,0,2817.64603383413,7662.62479814304,6,0,3,2018-10-03 04:00:00,2018,10,4,"Boris_2018","fall"
"13975","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-10-04T04:00:00Z",42.66683,17.20617,10495002,3239.599,2850.464,2038.528,0.399527246478455,3155.43034214056,8016.76793281663,6,0.0665878744130758,4,2018-10-04 04:00:00,2018,10,4,"Boris_2018","fall"
"13986","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-10-05T04:00:00Z",43.6185,14.196,12985178,3603.495,2998.405,1695.178,0,3498.62639870056,8371.6050198605,6,0,5,2018-10-05 04:00:00,2018,10,4,"Boris_2018","fall"
"14000","Boris_2018_fall","oppel-balkans",149505,"Boris","2018-10-06T04:00:00Z",42.93667,12.10633,14306299,3782.367,2942.327,1440.09,1.99548820709849,3676.31394571338,8679.23779100061,6,0.332581367849748,6,2018-10-06 04:00:00,2018,10,4,"Boris_2018","fall"
"14011","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-02-27T03:00:00Z",42.57817,10.72883,15272211,3907.968,2913.36,1273.722,0,6.98605657068439,1549.7487856254,6,0,27,2018-02-27 03:00:00,2018,2,3,"Boris_2018","spring"
"14021","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-02-28T03:00:00Z",42.90167,12.5025,13979623,3738.933,2934.227,1486.641,0.057510135347473,193.051342844224,1789.57784298644,6,0.00958502255791216,28,2018-02-28 03:00:00,2018,2,3,"Boris_2018","spring"
"14033","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-01T03:00:00Z",43.3125,12.157,14424437,3797.952,2985.658,1449.848,0,172.003165119621,1956.40477037092,6,0,1,2018-03-01 03:00:00,2018,3,3,"Boris_2018","spring"
"14044","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-02T03:00:00Z",43.37,14.79083,12444761,3527.713,2962.405,1762.684,0.581624760628429,451.241665220756,2259.66389590904,6,0.0969374601047383,2,2018-03-02 03:00:00,2018,3,3,"Boris_2018","spring"
"14058","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-03T03:00:00Z",42.99033,16.94017,10794506,3285.499,2890.735,2011.555,0.0177068937244949,682.040169710281,2520.93004256013,6,0.00295114895408248,3,2018-03-03 03:00:00,2018,3,3,"Boris_2018","spring"
"14069","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-04T03:00:00Z",41.08883,19.84133,8310039,2882.714,2637.452,2324.906,0.0252005544494533,1013.95737700571,2902.09773052274,6,0.00420009240824222,4,2018-03-04 03:00:00,2018,3,3,"Boris_2018","spring"
"14084","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-05T03:00:00Z",39.5015,23.04233,6120913,2474.048,2418.692,2672.422,0.0338218937371651,1394.45157573403,3337.61966256252,6,0.00563698228952751,5,2018-03-05 03:00:00,2018,3,3,"Boris_2018","spring"
"14095","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-06T02:00:00Z",38.22643,25.73907,4572085,2138.243,2244.161,2962.988,7.80653032735026,1716.56655363775,3680.92440162361,5,1.56130606547005,6,2018-03-06 02:00:00,2018,3,2,"Boris_2018","spring"
"14108","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-07T03:00:00Z",37.7635,27.78933,3665678,1914.596,2164.837,3189.563,0,1947.61571957962,3929.09897236114,6,0,7,2018-03-07 03:00:00,2018,3,3,"Boris_2018","spring"
"14119","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-08T03:00:00Z",37.729,29.72033,3002197,1732.685,2129.704,3407.919,0.0241889338969269,2155.08174820424,4151.21900011218,6,0.00403148898282115,8,2018-03-08 03:00:00,2018,3,3,"Boris_2018","spring"
"14131","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-09T05:00:00Z",38.188,32.232,2384415,1544.155,2129.828,3698.99,0.291073233394276,2416.481876708,4449.22698925383,8,0.0363841541742845,9,2018-03-09 05:00:00,2018,3,5,"Boris_2018","spring"
"14141","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-10T03:00:00Z",38.0595,32.464,2299620,1516.45,2113.188,3723.16,0,2444.13863624612,4506.68479114707,6,0,10,2018-03-10 03:00:00,2018,3,3,"Boris_2018","spring"
"14154","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-11T04:00:00Z",37.128,34.40517,1688400,1299.384,1989.29,3927.417,0.0156304555105031,2673.12578801356,4794.72068794052,6,0.00260507591841719,11,2018-03-11 04:00:00,2018,3,4,"Boris_2018","spring"
"14165","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-12T04:00:00Z",36.37733,36.658,1183424,1087.853,1878.98,4168.969,0.0188652644204205,2932.06525837684,5062.44079466249,6,0.00314421073673676,12,2018-03-12 04:00:00,2018,3,4,"Boris_2018","spring"
"14179","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-13T04:00:00Z",33.1315,37.77717,599662.5,774.3788,1570.301,4251.098,0,3134.66652695425,5446.99563280807,6,0,13,2018-03-13 04:00:00,2018,3,4,"Boris_2018","spring"
"14188","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-14T02:00:00Z",31.94713,39.40367,348406.4,590.2596,1443.623,4419.184,21.6525956649899,3339.96887284728,5685.07260037741,4,5.41314891624747,14,2018-03-14 02:00:00,2018,3,2,"Boris_2018","spring"
"14202","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-15T04:00:00Z",31.74083,40.094,295213.9,543.3359,1416.478,4493.872,0,3417.82357985823,5798.70029800571,6,0,15,2018-03-15 04:00:00,2018,3,4,"Boris_2018","spring"
"14213","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-16T03:00:00Z",30.07875,40.37255,159058.6,398.8215,1271.247,4508.869,3.23932200458653,3500.74611630458,5949.64592528378,5,0.647864400917306,16,2018-03-16 03:00:00,2018,3,3,"Boris_2018","spring"
"14227","Boris_2018_spring","oppel-balkans",149505,"Boris","2018-03-17T04:00:00Z",27.61883,41.4925,27482.25,165.7777,1052.64,4614.63,0.0188809653155193,3702.82787849899,6285.12470464143,6,0.00314682755258655,17,2018-03-17 04:00:00,2018,3,4,"Boris_2018","spring"
"15032","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-09T06:00:00Z",-2.770194,42.16999,0.00097,0.03114482,-1467.591,4951.22,0.0491774893972687,0.0304999199541722,10.7842503571111,13,0.0037828837997899,9,2016-09-09 06:00:00,2016,9,6,"Brieva_2016","fall"
"15044","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-10T06:00:00Z",-2.770602,42.17007,0.004516,0.06720119,-1467.622,4951.239,0.586563862560448,0.065056647248329,28.215246112517,11,0.0533239875054953,10,2016-09-10 06:00:00,2016,9,6,"Brieva_2016","fall"
"15060","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-11T06:00:00Z",-4.653966,40.72423,56050.6,236.7501,-1675.404,4837.82,0.00268997748378823,224.859402051418,291.70939226145,8,0.000336247185473529,11,2016-09-11 06:00:00,2016,9,6,"Brieva_2016","fall"
"15077","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-12T06:00:00Z",-4.670589,38.54303,209489.2,457.6999,-1752.135,4592.715,0.00026154243946227,433.861543757873,564.962504044494,8,3.26928049327837e-05,12,2016-09-12 06:00:00,2016,9,6,"Brieva_2016","fall"
"15094","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-13T06:00:00Z",-5.615637,36.47743,515554.2,718.021,-1907.648,4383.851,0.0036247236754671,677.845451608967,824.689414125028,8,0.000453090459433388,13,2016-09-13 06:00:00,2016,9,6,"Brieva_2016","fall"
"15111","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-14T06:00:00Z",-5.602107,36.16357,566241.3,752.4901,-1917.027,4347.686,0.00211414572133247,710.203815529201,885.807611764626,8,0.000264268215166559,14,2016-09-14 06:00:00,2016,9,6,"Brieva_2016","fall"
"15128","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-15T06:00:00Z",-6.761609,33.38403,1219316,1104.226,-2120.436,4060.649,0.0041870823725475,1036.30560891974,1218.60817606024,8,0.000523385296568437,15,2016-09-15 06:00:00,2016,9,6,"Brieva_2016","fall"
"15145","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-16T06:00:00Z",-9.7778,30.8654,2281762,1510.55,-2507.845,3855.943,0.250561169899803,1401.47143763057,1649.67226204434,8,0.0313201462374754,16,2016-09-16 06:00:00,2016,9,6,"Brieva_2016","fall"
"15162","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-17T06:00:00Z",-8.871295,30.14274,2406186,1551.189,-2440.558,3743.111,0.00154156691196896,1442.06478022639,1785.91809224955,8,0.00019269586399612,17,2016-09-17 06:00:00,2016,9,6,"Brieva_2016","fall"
"15179","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-18T06:00:00Z",-9.262115,29.07559,2851619,1688.674,-2517.172,3628.342,0.00282588306355429,1566.13058265025,1923.8323352724,8,0.000353235382944286,18,2016-09-18 06:00:00,2016,9,6,"Brieva_2016","fall"
"15196","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-19T06:00:00Z",-9.336914,29.02987,2879852,1697.013,-2526.524,3625.128,0.00117485995404469,1573.40798706373,1935.16066308501,8,0.000146857494255586,19,2016-09-19 06:00:00,2016,9,6,"Brieva_2016","fall"
"15213","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-20T06:00:00Z",-9.438414,28.58326,3070353,1752.242,-2552.196,3574.996,0.00330068711098544,1623.28642835165,1990.94297082936,8,0.00041258588887318,20,2016-09-20 06:00:00,2016,9,6,"Brieva_2016","fall"
"15230","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-21T06:00:00Z",-9.631023,27.17877,3692843,1921.677,-2619.043,3412.71,0.00223598402822925,1776.38803708321,2160.52524803633,8,0.000279498003528657,21,2016-09-21 06:00:00,2016,9,6,"Brieva_2016","fall"
"15247","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-22T06:00:00Z",-10.51329,25.51237,4631229,2152.029,-2768.893,3237.203,0.0766348433817491,1979.61575607927,2372.6583316723,8,0.00957935542271864,22,2016-09-22 06:00:00,2016,9,6,"Brieva_2016","fall"
"15264","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-23T06:00:00Z",-12.90941,24.54959,5658592,2378.78,-3068.775,3192.015,0.00686266580281839,2166.36195793562,2663.36435219856,8,0.000857833225352299,23,2016-09-23 06:00:00,2016,9,6,"Brieva_2016","fall"
"15281","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-24T06:00:00Z",-14.03687,22.9349,6897307,2626.272,-3254.196,3026.292,0.0972068808697665,2376.07309152574,2878.58169927862,8,0.0121508601087208,24,2016-09-24 06:00:00,2016,9,6,"Brieva_2016","fall"
"15298","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-25T06:00:00Z",-14.50004,22.43542,7346061,2710.362,-3325.722,2978.048,0.00308831990390555,2445.82714529814,2954.35595804096,8,0.000386039987988194,25,2016-09-25 06:00:00,2016,9,6,"Brieva_2016","fall"
"15315","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-26T06:00:00Z",-14.46456,22.45391,7323441,2706.186,-3320.905,2979.25,0.805142988099435,2442.48137865969,2988.06858588813,8,0.100642873512429,26,2016-09-26 06:00:00,2016,9,6,"Brieva_2016","fall"
"15332","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-27T06:00:00Z",-14.5047,22.45009,7338293,2708.928,-3325.763,2980.056,0.0052644380029897,2444.53436517369,3012.16451874594,8,0.000658054750373712,27,2016-09-27 06:00:00,2016,9,6,"Brieva_2016","fall"
"15349","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-28T06:00:00Z",-14.59756,22.44026,7373465,2715.413,-3337.044,2981.802,1.93543418194026,2449.4000819512,3042.09369098946,8,0.241929272742533,28,2016-09-28 06:00:00,2016,9,6,"Brieva_2016","fall"
"15366","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-29T06:00:00Z",-14.60507,22.43723,7377723,2716.196,-3338.034,2981.661,0.00908745356907441,2450.02069862326,3071.9088412887,8,0.0011359316961343,29,2016-09-29 06:00:00,2016,9,6,"Brieva_2016","fall"
"15383","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-09-30T06:00:00Z",-14.58394,22.4595,7357094,2712.396,-3334.77,2983.802,0.0020585245249511,2446.88379712424,3095.44423634755,8,0.000257315565618887,30,2016-09-30 06:00:00,2016,9,6,"Brieva_2016","fall"
"15400","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-10-01T06:00:00Z",-14.60674,22.43743,7378123,2716.27,-3338.224,2981.74,0.00442944548953824,2450.07030679244,3131.87707901173,8,0.00055368068619228,1,2016-10-01 06:00:00,2016,10,6,"Brieva_2016","fall"
"15417","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-10-02T06:00:00Z",-14.60611,22.42564,7385346,2717.599,-3338.559,2980.225,0.00151199270129722,2451.23697489785,3162.18673557716,8,0.000188999087662153,2,2016-10-02 06:00:00,2016,10,6,"Brieva_2016","fall"
"15434","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-10-03T06:00:00Z",-14.60611,22.42565,7385342,2717.599,-3338.559,2980.226,0.00390841256493976,2451.23596296277,3192.3202672109,8,0.00048855157061747,3,2016-10-03 06:00:00,2016,10,6,"Brieva_2016","fall"
"15451","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-10-04T06:00:00Z",-14.60032,22.16147,7551022,2747.912,-3347.002,2946.517,1.29721381843931,2477.75588924133,3238.88929124588,8,0.162151727304914,4,2016-10-04 06:00:00,2016,10,6,"Brieva_2016","fall"
"15468","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-10-05T06:00:00Z",-14.8259,20.13664,8987521,2997.92,-3441.343,2694.712,0.00803722531251341,2693.34012650916,3483.188134193,8,0.00100465316406418,5,2016-10-05 06:00:00,2016,10,6,"Brieva_2016","fall"
"15485","Brieva_2016_fall","migra-spain",4404,"Brieva","2016-10-06T06:00:00Z",-15.08561,18.5378,10255237,3202.38,-3523.045,2495.542,0.00305929535046174,2867.80919243144,3669.81253248328,8,0.000382411918807717,6,2016-10-06 06:00:00,2016,10,6,"Brieva_2016","fall"
"15502","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-06T05:00:00Z",40.0498,38.9859,120600,347.2751,2155.878,4492.026,0.00866435584721356,133.608904470934,3708.13401855396,8,0.00108304448090169,6,2015-10-06 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15507","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-07T11:00:00Z",39.6127,38.1279,183734.2,428.6423,2137.842,4387.587,13.0135148704458,235.50172071334,3831.57420656803,6,2.1689191450743,7,2015-10-07 11:00:00,2015,10,11,"Cabuk_2015","fall"
"15510","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-08T05:00:00Z",39.1614,38.04,219471.2,468.4776,2099.836,4369.514,0,258.523535596836,3873.89868270319,8,0,8,2015-10-08 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15516","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-09T05:00:00Z",39.1088,36.0028,394409.9,628.0206,2140.254,4139.647,0.302380147295379,474.963384322587,4123.88129928502,12,0.0251983456079482,9,2015-10-09 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15524","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-10T19:00:00Z",38.8838,31.2789,1236735,1112.086,2215.022,3602.353,277.633363494602,994.64247226046,4680.01398342934,22,12.6196983406637,10,2015-10-10 19:00:00,2015,10,19,"Cabuk_2015","fall"
"15526","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-11T05:00:00Z",38.8697,31.2562,1243269,1115.02,2214.081,3599.552,2.3174324391759,997.31383040907,4682.86831608194,8,0.289679054896988,11,2015-10-11 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15535","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-12T05:00:00Z",36.9566,29.7468,1818090,1348.366,2053.03,3399.821,0,1196.87153376511,4932.13389823808,8,0,12,2015-10-12 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15544","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-13T05:00:00Z",38.7568,27.5986,2306574,1518.741,2268.45,3182.403,0.459852679959566,1401.30125156253,5231.23137376771,8,0.0574815849949457,13,2015-10-13 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15552","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-14T05:00:00Z",39.1956,24.9838,3250112,1802.807,2356.46,2890.539,0.0149880053048106,1686.53656666749,5540.33538262986,10,0.00149880053048106,14,2015-10-14 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15561","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-15T05:00:00Z",40.3062,21.9217,4571892,2138.198,2521.629,2554.751,0,2021.90733560701,5902.7243123411,8,0,15,2015-10-15 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15570","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-16T07:00:00Z",40.6628,20.1533,5478703,2340.663,2586.287,2355.298,0.627052430184796,2217.81394065251,6119.7930637365,10,0.0627052430184796,16,2015-10-16 07:00:00,2015,10,7,"Cabuk_2015","fall"
"15578","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-17T05:00:00Z",42.0601,18.3967,6464013,2542.442,2765.673,2169.873,0,2417.35298701218,6367.61378134196,8,0,17,2015-10-17 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15586","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-18T05:00:00Z",43.3538,16.1818,7894501,2809.716,2942.466,1926.937,0.221578143777869,2672.55179780323,6654.41943650777,8,0.0276972679722336,18,2015-10-18 05:00:00,2015,10,5,"Cabuk_2015","fall"
"15595","Cabuk_2015_fall","buechley-mideast",132087,"Cabuk","2015-10-19T05:00:00Z",43.5244,13.8202,9557605,3091.538,2991.995,1649.5,0,2934.41798154733,6927.13024173381,8,0,19,2015-10-19 05:00:00,2015,10,5,"Cabuk_2015","fall"
